CustomerKey	GeographyKey	CustomerAlternateKey	Title	FirstName	MiddleName	LastName	NameStyle	BirthDate	MaritalStatus	Suffix	Gender	EmailAddress	YearlyIncome	TotalChildren	NumberChildrenAtHome	EnglishEducation	SpanishEducation	FrenchEducation	EnglishOccupation	SpanishOccupation	FrenchOccupation	HouseOwnerFlag	NumberCarsOwned	AddressLine1	AddressLine2	Phone	DateFirstPurchase	CommuteDistance
11181	338	AW00011181	NULL	Devin	P	Martin	0	1943-08-08	M	NULL	M	devin13@adventure-works.com	170000.00	2	3	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	2	1085 Greenbelt Way	Unit B-105	735-555-0197	2007-11-08	0-1 Miles
11182	638	AW00011182	NULL	Stephanie	NULL	Torres	0	1944-08-25	S	NULL	F	stephanie19@adventure-works.com	70000.00	4	0	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	2	6968 Mildred Ln.	NULL	567-555-0176	2008-02-29	10+ Miles
11183	368	AW00011183	NULL	Jasmine	W	Lee	0	1944-07-15	S	NULL	F	jasmine19@adventure-works.com	70000.00	4	0	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	2	7502 Contuti Avenue	NULL	147-555-0199	2007-11-01	10+ Miles
11184	311	AW00011184	NULL	Meghan	NULL	Hernandez	0	1944-11-16	S	NULL	F	meghan3@adventure-works.com	70000.00	4	0	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	2	5872 L St.	NULL	967-555-0188	2008-02-11	10+ Miles
11185	53	AW00011185	NULL	Ashley	NULL	Henderson	0	1944-10-08	S	NULL	F	ashley31@adventure-works.com	70000.00	4	0	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	2	8834 San Jose Ave.	NULL	173-555-0121	2007-08-25	10+ Miles
11186	352	AW00011186	NULL	Sarah	C	Price	0	1944-05-21	S	NULL	F	sarah25@adventure-works.com	70000.00	4	0	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	2	4815 Paraiso Ct.	NULL	180-555-0133	2008-04-20	10+ Miles
11187	612	AW00011187	NULL	Jennifer	S	Cooper	0	1944-02-22	M	NULL	F	jennifer63@adventure-works.com	60000.00	4	0	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	2	2429 Longview Road	NULL	857-555-0111	2007-10-05	10+ Miles
11188	361	AW00011188	NULL	Catherine	NULL	Morris	0	1944-09-06	M	NULL	F	catherine16@adventure-works.com	60000.00	4	0	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	0	2	6542 Stonewood Drive	NULL	795-555-0117	2008-05-04	1-2 Miles
11189	609	AW00011189	NULL	Lawrence	W	Blanco	0	1944-07-15	S	NULL	M	lawrence14@adventure-works.com	60000.00	4	0	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	2	7502 Contuti Avenue	NULL	656-555-0171	2006-02-26	10+ Miles
11190	300	AW00011190	NULL	Carson	NULL	Bryant	0	1944-06-22	M	NULL	M	carson17@adventure-works.com	70000.00	5	0	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	2	2995 Youngsdale Dr.	NULL	240-555-0142	2008-02-29	10+ Miles
11191	310	AW00011191	NULL	Kristi	E	Perez	0	1945-12-18	S	NULL	F	kristi39@adventure-works.com	70000.00	5	0	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	3	1769 Lislin Ct	NULL	123-555-0181	2006-02-11	10+ Miles
11192	637	AW00011192	NULL	James	C	Brown	0	1945-09-13	M	NULL	M	james79@adventure-works.com	60000.00	4	0	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	2	673 Old Mountain View Dr.	NULL	725-555-0117	2007-12-25	2-5 Miles
11193	553	AW00011193	NULL	Ian	A	Gray	0	1945-02-13	M	NULL	M	ian72@adventure-works.com	60000.00	4	0	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	2	5941 Gill Dr.	NULL	596-555-0190	2007-08-29	2-5 Miles
11194	352	AW00011194	NULL	Jacqueline	R	Price	0	1945-06-10	M	NULL	F	jacqueline0@adventure-works.com	60000.00	4	0	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	2	872 Mark Twain Dr	NULL	266-555-0112	2007-09-14	2-5 Miles
11195	635	AW00011195	NULL	Megan	NULL	Henderson	0	1946-02-10	M	NULL	F	megan55@adventure-works.com	60000.00	5	0	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	3	8411 Mt. Olivet Place	NULL	560-555-0150	2007-10-16	10+ Miles
11196	536	AW00011196	NULL	Alfredo	NULL	Romero	0	1946-06-07	M	NULL	M	alfredo10@adventure-works.com	60000.00	5	0	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	3	2499 Greendell Pl	NULL	342-555-0110	2007-09-04	10+ Miles
11197	637	AW00011197	NULL	Andrea	NULL	Morris	0	1946-06-18	M	NULL	F	andrea18@adventure-works.com	70000.00	3	1	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	0	1	1883 Green View Court	NULL	715-555-0178	2007-11-03	1-2 Miles
11198	368	AW00011198	NULL	Brooke	NULL	Sanders	0	1946-11-26	S	NULL	F	brooke3@adventure-works.com	70000.00	4	1	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	1	5192 Dumbarton Drive	NULL	215-555-0156	2007-08-09	10+ Miles
11199	302	AW00011199	NULL	Jacqueline	NULL	Bennett	0	1946-11-06	M	NULL	F	jacqueline1@adventure-works.com	70000.00	4	1	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	1	8948 Chinquapin Court	NULL	413-555-0174	2007-09-19	10+ Miles
11200	69	AW00011200	NULL	Jason	L	Griffin	0	1947-11-22	M	NULL	M	jason18@adventure-works.com	70000.00	4	1	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	1	7239 Nicholas Drive	NULL	232-555-0160	2007-08-11	1-2 Miles
11201	369	AW00011201	NULL	Amanda	NULL	Foster	0	1947-08-18	M	NULL	F	amanda37@adventure-works.com	70000.00	4	1	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	1	3984 San Francisco	NULL	505-555-0159	2008-01-02	10+ Miles
11202	334	AW00011202	NULL	Alexia	L	Price	0	1947-08-26	M	NULL	F	alexia0@adventure-works.com	80000.00	5	0	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	0	2	2079 Wellington Ct	NULL	552-555-0118	2008-03-18	1-2 Miles
11203	60	AW00011203	NULL	Luis	D	Diaz	0	1948-08-21	M	NULL	M	luis21@adventure-works.com	40000.00	2	1	High School	Educación secundaria	Bac + 2	Professional	Profesional	Cadre	1	2	3682 Diablo View Road	NULL	171-555-0126	2007-08-24	10+ Miles
11204	536	AW00011204	NULL	Destiny	C	Rivera	0	1948-06-01	M	NULL	F	destiny33@adventure-works.com	40000.00	2	1	High School	Educación secundaria	Bac + 2	Professional	Profesional	Cadre	1	2	6965 Appalachian Drive	NULL	743-555-0111	2008-02-10	2-5 Miles
11205	612	AW00011205	NULL	Abby	NULL	Fernandez	0	1948-07-24	M	NULL	F	abby13@adventure-works.com	40000.00	2	1	High School	Educación secundaria	Bac + 2	Professional	Profesional	Cadre	1	2	8330 Glenside Court	NULL	134-555-0119	2008-01-28	10+ Miles
11206	626	AW00011206	NULL	Blake	NULL	Flores	0	1948-09-24	M	NULL	M	blake60@adventure-works.com	60000.00	2	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	1	9410 Ferry St.	NULL	975-555-0163	2007-11-12	10+ Miles
11207	635	AW00011207	NULL	Danielle	NULL	Cox	0	1948-07-19	S	NULL	F	danielle12@adventure-works.com	60000.00	2	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	1	2346 Wren Ave	NULL	396-555-0158	2007-08-04	10+ Miles
11208	325	AW00011208	NULL	Maria	NULL	Reed	0	1948-02-04	M	NULL	F	maria4@adventure-works.com	60000.00	2	1	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	0	1413 Bridgeview St	NULL	156-555-0163	2007-09-05	10+ Miles
11209	336	AW00011209	NULL	Allison	NULL	Evans	0	1948-01-13	M	NULL	F	allison21@adventure-works.com	60000.00	2	1	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	0	3515 Sutton Circle	NULL	988-555-0151	2007-09-26	10+ Miles
11210	383	AW00011210	NULL	Edward	J	Wood	0	1948-06-08	M	NULL	M	edward50@adventure-works.com	70000.00	4	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	2	1039 Adelaide St.	NULL	229-555-0114	2007-11-07	10+ Miles
11211	50	AW00011211	NULL	Samantha	NULL	Russell	0	1949-10-12	M	NULL	F	samantha42@adventure-works.com	40000.00	2	1	High School	Educación secundaria	Bac + 2	Professional	Profesional	Cadre	1	2	9256 Village Oaks Dr.	NULL	547-555-0121	2007-08-05	2-5 Miles
11212	53	AW00011212	NULL	Chloe	NULL	Campbell	0	1949-11-05	M	NULL	F	chloe4@adventure-works.com	40000.00	2	1	High School	Educación secundaria	Bac + 2	Professional	Profesional	Cadre	1	2	3562 East Ave.	# 4	205-555-0169	2007-08-03	2-5 Miles
11213	614	AW00011213	NULL	Stephanie	B	Murphy	0	1949-05-14	S	NULL	F	stephanie11@adventure-works.com	60000.00	2	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	2	5514 Grant Street	NULL	293-555-0151	2007-09-29	10+ Miles
11214	545	AW00011214	NULL	Charles	O	Miller	0	1949-11-07	S	NULL	M	charles9@adventure-works.com	60000.00	2	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	2	2719 Little Dr	NULL	389-555-0115	2008-02-15	10+ Miles
11215	62	AW00011215	NULL	Ana	NULL	Perry	0	1950-06-21	M	NULL	F	ana7@adventure-works.com	40000.00	2	1	Partial High School	Educación secundaria (en curso)	Niveau bac	Skilled Manual	Obrero especializado	Technicien	1	2	3114 Arlington Way	NULL	446-555-0134	2007-08-19	10+ Miles
11216	547	AW00011216	NULL	Jasmine	A	Torres	0	1950-05-20	S	NULL	F	jasmine32@adventure-works.com	60000.00	2	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	2	8328 San Francisco	NULL	939-555-0130	2006-02-15	10+ Miles
11217	547	AW00011217	NULL	Natalie	P	Adams	0	1950-02-11	S	NULL	F	natalie58@adventure-works.com	60000.00	2	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	2	6592 Bent Tree Lane	NULL	300-555-0150	2006-02-10	10+ Miles
11218	642	AW00011218	NULL	Olivia	NULL	Brown	0	1950-09-11	S	NULL	F	olivia4@adventure-works.com	60000.00	2	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	0	2	3964 Stony Hill Circle	NULL	414-555-0147	2007-09-01	2-5 Miles
11219	553	AW00011219	NULL	Charles	NULL	Cook	0	1950-12-02	M	NULL	M	charles69@adventure-works.com	60000.00	2	1	High School	Educación secundaria	Bac + 2	Professional	Profesional	Cadre	1	2	6871 Bel Air Dr.	NULL	755-555-0111	2008-05-01	10+ Miles
11220	310	AW00011220	NULL	Erica	C	Huang	0	1950-02-23	M	NULL	F	erica5@adventure-works.com	60000.00	2	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	1	9142 All Ways Drive	NULL	618-555-0157	2007-09-15	10+ Miles
11221	334	AW00011221	NULL	Nathan	NULL	Perry	0	1950-06-10	M	NULL	M	nathan3@adventure-works.com	70000.00	4	2	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	1	9714 Nicholas Drive	NULL	271-555-0191	2007-10-09	1-2 Miles
11222	369	AW00011222	NULL	Alexandra	NULL	Rivera	0	1950-08-17	M	NULL	F	alexandra11@adventure-works.com	80000.00	3	1	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	1	4999 Corte Segunda	NULL	488-555-0143	2008-05-04	1-2 Miles
11223	52	AW00011223	NULL	Hailey	I	Patterson	0	1951-09-16	S	NULL	F	hailey30@adventure-works.com	70000.00	2	1	High School	Educación secundaria	Bac + 2	Professional	Profesional	Cadre	1	2	5045 Vancouver Way	# 133	480-555-0126	2007-08-02	2-5 Miles
11224	612	AW00011224	NULL	Tiffany	J	Li	0	1951-09-06	S	NULL	F	tiffany3@adventure-works.com	70000.00	2	1	High School	Educación secundaria	Bac + 2	Professional	Profesional	Cadre	1	2	6404 Del Mar Ave	NULL	197-555-0118	2006-02-07	10+ Miles
11225	635	AW00011225	NULL	Madison	D	Lee	0	1951-02-16	M	NULL	F	madison22@adventure-works.com	60000.00	2	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	1	5927 Seaview Avenue	NULL	471-555-0142	2007-12-24	10+ Miles
11226	552	AW00011226	NULL	Sydney	T	Ross	0	1951-09-27	M	NULL	F	sydney26@adventure-works.com	60000.00	2	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	1	5252 Santa Fe	NULL	219-555-0146	2007-08-25	2-5 Miles
11227	310	AW00011227	NULL	Marshall	D	Chavez	0	1951-08-12	S	NULL	M	marshall35@adventure-works.com	60000.00	2	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	2	9022 Estudillo Street	NULL	712-555-0116	2006-02-03	10+ Miles
11228	316	AW00011228	NULL	Ashley	R	Jones	0	1951-04-19	M	NULL	F	ashley3@adventure-works.com	60000.00	2	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	2	7681 Willow Pass Road	NULL	996-555-0169	2008-04-27	10+ Miles
11229	355	AW00011229	NULL	Adrian	C	Stewart	0	1951-12-03	S	NULL	M	adrian21@adventure-works.com	70000.00	4	2	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	1	6898 Shaw Rd.	NULL	812-555-0122	2008-01-28	10+ Miles
11230	369	AW00011230	NULL	Amber	NULL	Turner	0	1951-04-03	M	NULL	F	amber4@adventure-works.com	70000.00	4	2	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	0	2	6345 Ridge Circle	NULL	155-555-0131	2008-01-17	2-5 Miles
11231	611	AW00011231	NULL	Dennis	NULL	Zhang	0	1952-11-14	M	NULL	M	dennis1@adventure-works.com	60000.00	2	1	High School	Educación secundaria	Bac + 2	Professional	Profesional	Cadre	1	2	3951 Calle Verde Drive	NULL	710-555-0134	2007-08-14	10+ Miles
11232	616	AW00011232	NULL	Hailey	R	Bryant	0	1952-09-27	M	NULL	F	hailey38@adventure-works.com	60000.00	3	1	High School	Educación secundaria	Bac + 2	Professional	Profesional	Cadre	0	2	2828 Rogers Ave.	NULL	156-555-0195	2008-03-23	2-5 Miles
11233	299	AW00011233	NULL	Todd	NULL	Li	0	1952-09-09	M	NULL	M	todd5@adventure-works.com	70000.00	4	2	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	2	5897 Scottsdale Rd.	NULL	680-555-0147	2007-08-12	10+ Miles
11234	337	AW00011234	NULL	Anna	NULL	Griffin	0	1952-11-19	S	NULL	F	anna46@adventure-works.com	70000.00	4	2	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	2	7221 Peachwillow Street	NULL	965-555-0146	2007-08-12	10+ Miles
11235	607	AW00011235	NULL	Angel	J	Stewart	0	1952-02-08	M	NULL	M	angel24@adventure-works.com	70000.00	4	2	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	2	2585 La Salle Ct.	NULL	540-555-0122	2008-01-05	10+ Miles
11236	609	AW00011236	NULL	Jeremy	NULL	Butler	0	1952-03-05	S	NULL	M	jeremy29@adventure-works.com	70000.00	5	2	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	2	8811 The Trees Dr.	NULL	980-555-0117	2008-04-05	10+ Miles
11237	161	AW00011237	NULL	Clarence	M	Anand	0	1958-09-23	S	NULL	M	clarence36@adventure-works.com	130000.00	2	3	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	0	4	Welt Platz 6	NULL	1 (11) 500 555-0191	2006-03-08	0-1 Miles
11238	232	AW00011238	NULL	Mayra	NULL	Prasad	0	1958-08-10	S	NULL	F	mayra9@adventure-works.com	130000.00	2	3	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	0	4	1119 Elderwood Dr.	#3	1 (11) 500 555-0116	2005-07-09	0-1 Miles
11239	249	AW00011239	NULL	Latoya	C	Goel	0	1958-10-06	M	NULL	F	latoya18@adventure-works.com	130000.00	2	4	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	0	2	8154 Pheasant Circle	NULL	1 (11) 500 555-0149	2005-07-22	5-10 Miles
11240	273	AW00011240	NULL	Anne	B	Hernandez	0	1958-12-11	M	NULL	F	anne4@adventure-works.com	160000.00	2	3	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	4	76 Woodcrest Dr.	NULL	1 (11) 500 555-0119	2005-08-30	5-10 Miles
11241	211	AW00011241	NULL	Lisa	NULL	Cai	0	1957-10-11	S	NULL	F	lisa24@adventure-works.com	100000.00	2	3	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	4	102, rue de Berri	NULL	1 (11) 500 555-0125	2007-03-14	5-10 Miles
11242	209	AW00011242	NULL	Larry	NULL	Munoz	0	1957-11-11	M	NULL	M	larry9@adventure-works.com	110000.00	2	4	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	3	Midi-Couleurs	NULL	1 (11) 500 555-0193	2007-03-23	5-10 Miles
11243	237	AW00011243	NULL	Robin	V	Alvarez	0	1957-10-09	M	NULL	F	robin2@adventure-works.com	150000.00	2	3	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	3	4086 Emmons Canyon Lane	NULL	1 (11) 500 555-0198	2005-08-24	0-1 Miles
11244	267	AW00011244	NULL	Alexis	M	Coleman	0	1957-11-26	S	NULL	F	alexis28@adventure-works.com	170000.00	2	3	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	0	3	7140 Camelback Road	NULL	1 (11) 500 555-0115	2005-08-15	0-1 Miles
11245	132	AW00011245	NULL	Ricky	D	Vazquez	0	1956-10-27	M	NULL	M	ricky15@adventure-works.com	120000.00	3	4	High School	Educación secundaria	Bac + 2	Professional	Profesional	Cadre	0	4	Roßstr 9928	NULL	1 (11) 500 555-0147	2006-03-29	5-10 Miles
11246	147	AW00011246	NULL	Latasha	NULL	Rubio	0	1956-10-09	M	NULL	F	latasha21@adventure-works.com	120000.00	3	4	High School	Educación secundaria	Bac + 2	Professional	Profesional	Cadre	0	4	Alderstr 7690	NULL	1 (11) 500 555-0178	2006-04-05	5-10 Miles
11247	242	AW00011247	NULL	Claudia	M	Zhou	0	1956-06-06	S	NULL	F	claudia7@adventure-works.com	130000.00	3	4	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	0	3	6516 Beauer Lane	NULL	1 (11) 500 555-0116	2005-08-21	0-1 Miles
11248	223	AW00011248	NULL	Tristan	P	Alexander	0	1955-03-26	M	NULL	M	tristan19@adventure-works.com	110000.00	3	4	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	4	88, avenue des Champs-Elysées	NULL	1 (11) 500 555-0124	2008-01-15	10+ Miles
11249	178	AW00011249	NULL	Cindy	A	Patel	0	1955-07-13	M	NULL	F	cindy3@adventure-works.com	130000.00	3	4	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	3	Essener Straße 123	NULL	1 (11) 500 555-0149	2006-04-11	0-1 Miles
11250	276	AW00011250	NULL	Shannon	D	Liu	0	1955-03-12	M	NULL	F	shannon4@adventure-works.com	170000.00	3	4	High School	Educación secundaria	Bac + 2	Professional	Profesional	Cadre	1	2	4185 Keywood Ct.	NULL	1 (11) 500 555-0119	2005-09-17	5-10 Miles
11251	50	AW00011251	NULL	Xavier	NULL	Long	0	1932-07-04	S	NULL	M	xavier51@adventure-works.com	30000.00	4	0	High School	Educación secundaria	Bac + 2	Professional	Profesional	Cadre	0	2	9245 Dantley Way	NULL	243-555-0114	2008-04-20	5-10 Miles
11252	335	AW00011252	NULL	Nicholas	D	Thompson	0	1932-06-07	S	NULL	M	nicholas16@adventure-works.com	90000.00	3	0	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	1	504 O St.	NULL	377-555-0147	2006-02-14	2-5 Miles
11253	69	AW00011253	NULL	José	M	Hernandez	0	1933-02-28	M	NULL	M	josé54@adventure-works.com	60000.00	2	0	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	2	5703 Donald Dr.	NULL	712-555-0130	2007-09-02	1-2 Miles
11254	612	AW00011254	NULL	Johnathan	W	Vance	0	1933-03-03	M	NULL	M	johnathan5@adventure-works.com	70000.00	4	0	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	2	9430 Versailles Pl	NULL	494-555-0166	2008-05-26	5-10 Miles
11255	612	AW00011255	NULL	Colin	NULL	Lin	0	1933-04-04	M	NULL	M	colin8@adventure-works.com	70000.00	4	0	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	2	6083 San Jose	NULL	599-555-0132	2007-08-27	5-10 Miles
11256	626	AW00011256	NULL	Katelyn	L	Hernandez	0	1933-09-20	M	NULL	F	katelyn42@adventure-works.com	70000.00	4	0	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	2	7496 Deerfield Dr.	NULL	249-555-0116	2007-10-17	5-10 Miles
11257	345	AW00011257	NULL	Jacqueline	NULL	Powell	0	1933-01-06	S	NULL	F	jacqueline9@adventure-works.com	120000.00	1	2	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	4	4076 Northwood Dr	NULL	796-555-0111	2006-02-24	2-5 Miles
11258	352	AW00011258	NULL	Xavier	NULL	Hill	0	1933-06-28	M	NULL	M	xavier26@adventure-works.com	120000.00	1	2	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	4	2707 Virgil Street	NULL	559-555-0149	2007-11-22	2-5 Miles
11259	548	AW00011259	NULL	Victoria	C	Stewart	0	1965-03-27	M	NULL	F	victoria24@adventure-works.com	100000.00	4	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	4	3623 Barquentine Court	NULL	230-555-0139	2006-03-07	2-5 Miles
11260	302	AW00011260	NULL	Katelyn	L	Kelly	0	1965-04-12	M	NULL	F	katelyn1@adventure-works.com	110000.00	2	2	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	3	7085 Solano Drive	NULL	507-555-0132	2007-08-09	2-5 Miles
11261	359	AW00011261	NULL	Stephanie	NULL	Collins	0	1965-04-24	M	NULL	F	stephanie52@adventure-works.com	130000.00	1	2	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	1	2868 Central Avenue	NULL	209-555-0173	2006-03-30	0-1 Miles
11262	60	AW00011262	NULL	Jennifer	NULL	Simmons	0	1964-05-04	M	NULL	F	jennifer88@adventure-works.com	80000.00	4	3	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	1	0	7959 Mt. Wilson Way	NULL	148-555-0115	2007-08-31	0-1 Miles
11263	612	AW00011263	NULL	Trinity	NULL	Richardson	0	1964-09-11	M	NULL	F	trinity9@adventure-works.com	90000.00	5	5	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	3	3063 Blue Jay Drive	NULL	111-555-0116	2006-03-01	2-5 Miles
11264	618	AW00011264	NULL	Eduardo	NULL	Martin	0	1964-06-17	S	NULL	M	eduardo13@adventure-works.com	90000.00	5	5	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	0	3	5137 Pheasant Court	NULL	342-555-0195	2007-07-06	0-1 Miles
11265	623	AW00011265	NULL	Elizabeth	P	Jones	0	1964-07-13	M	NULL	F	elizabeth7@adventure-works.com	90000.00	5	5	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	3	2253 Firestone Dr.	NULL	941-555-0110	2007-07-07	0-1 Miles
11266	632	AW00011266	NULL	Taylor	NULL	Howard	0	1964-05-05	S	NULL	F	taylor14@adventure-works.com	90000.00	0	0	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	0	1	7396 Stratton Circle	NULL	162-555-0131	2006-03-13	5-10 Miles
11267	302	AW00011267	NULL	David	NULL	Diaz	0	1964-10-02	S	NULL	M	david55@adventure-works.com	120000.00	4	2	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	4	2075 Browse Ct	NULL	613-555-0119	2006-03-20	2-5 Miles
11268	312	AW00011268	NULL	Katelyn	A	Carter	0	1964-05-03	M	NULL	F	katelyn33@adventure-works.com	130000.00	2	2	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	2	3050 Monte Cresta Avenue	NULL	103-555-0195	2007-11-30	1-2 Miles
11269	314	AW00011269	NULL	Ryan	W	Foster	0	1964-10-13	M	NULL	M	ryan19@adventure-works.com	130000.00	2	2	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	2	5376 Sahara Drive	NULL	961-555-0133	2008-02-23	0-1 Miles
11270	334	AW00011270	NULL	Robert	L	Lee	0	1964-05-04	M	NULL	M	robert82@adventure-works.com	130000.00	2	2	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	3	5461 Camino Verde Ct.	NULL	447-555-0174	2006-03-13	0-1 Miles
11271	360	AW00011271	NULL	Danielle	C	Reed	0	1964-06-05	S	NULL	F	danielle23@adventure-works.com	150000.00	2	0	Bachelors	Licenciatura	Bac + 4	Management	Gestión	Direction	0	4	6683 Carrick Ct	NULL	136-555-0114	2006-03-30	1-2 Miles
11272	300	AW00011272	NULL	Lauren	L	Martinez	0	1956-11-10	S	NULL	F	lauren35@adventure-works.com	70000.00	4	3	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	0	4357 Tosca Way	NULL	977-555-0117	2006-03-22	5-10 Miles
11273	331	AW00011273	NULL	Nathan	E	Lal	0	1956-10-01	M	NULL	M	nathan26@adventure-works.com	90000.00	2	1	Partial College	Estudios universitarios (en curso)	Baccalauréat	Professional	Profesional	Cadre	1	0	7064 Cypress Ave	NULL	147-555-0121	2007-11-15	10+ Miles
11274	609	AW00011274	NULL	Kyle	M	Foster	0	1934-04-12	M	NULL	M	kyle11@adventure-works.com	50000.00	2	0	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	2	5617 Landing Dr	NULL	846-555-0126	2006-03-01	5-10 Miles
11275	310	AW00011275	NULL	Jenny	D	Rai	0	1934-01-18	M	NULL	F	jenny40@adventure-works.com	80000.00	4	0	Graduate Degree	Estudios de postgrado	Bac + 3	Management	Gestión	Direction	1	2	1440 Willow Pass Dr.	NULL	780-555-0119	2006-03-02	0-1 Miles
